usuario_id,conquista_id
76561198011395825,Kill6ZedWithoutReloadingMKB42
76561198011395825,Kill4StalkersNailgun
76561198011395825,HealAllPlayersWith1MedicNade
76561198011395825,Set200ZedOnFireInHillbilly
76561198011395825,WinHillbillyNormal
76561198011395825,WinHillbillyHard
76561198011395825,WinHillbillySuicidal
76561198011395825,WinHillbillyHell
76561198011395825,Complete6ReaperAchievements
76561198011395825,Destroy25GnomesInHillbilly
76561198011395825,Kill1000HillbillyZeds
76561198011395825,Kill15HillbillyCrawlersThomOrMKB
76561198011395825,Kill1Hillbilly1HuskAndZedIn1Shot
76561198011395825,Kill5HillbillyZedsIn10SecsSythOrAxe
76561198011395825,Set3HillbillyGorefastsOnFire
76561198011395825,HaveMyAxe
76561198011395825,OneSmallStepForMan
76561198011395825,ButItsAllRed
76561198011395825,GameOverMan
76561198011395825,HereIsToUs
76561198011395825,AttemptingReentry
76561198011395825,AmusingDeath
76561198011395825,AGiantstepBackForHumanity
76561198011395825,DwarfAxe
76561198011395825,WinSteamLandNormal
76561198011395825,WinSteamLandHard
76561198011395825,WinSteamLandSuicidal
76561198011395825,WinSteamLandHell
76561198011395825,WinSteamLandObjNormal
76561198011395825,WinSteamLandObjHard
76561198011395825,WinSteamLandObjSuicidal
76561198011395825,WinSteamLandObjHell
76561198011395825,DestroyPukeyDolls
76561198011395825,CompleteArcadeGames
76561198011395825,AllBreakersActive
76561198011395825,EscortRingmaster
76561198011395825,DefendRingmaster
76561198011395825,NoCarrierDamageGoldBars
76561198011395825,GetHeadshotsOn4ZedsSPS
76561198011395825,PushScrakeSPJ
76561198011395825,KillZedWithImpactSPG
76561198011395825,Kill5ZedsInZedTimeNoReloadSPT
76561198011395825,CompleteSPMrsFosterAchievements
76561198011395825,WinFrightyardNormal
76561198011395825,WinFrightyardHard
76561198011395825,WinFrightyardSuicidal
76561198011395825,WinFrightyardHell
76561198011395825,WinFrightyardObjNormal
76561198011395825,WinFrightyardObjHard
76561198011395825,WinFrightyardObjSuicidal
76561198011395825,WinFrightyardObjHell
76561198011395825,ClawMachineMaster
76561198011395825,ExScientist
76561198011395825,777
76561198011395825,BlindingBigBrother
76561198011395825,ScrakeAndFP1ShotLawHarpoon
76561198011395825,BileOrFlameEachZed
76561198011395825,Kill10ZedsSeekerOrM32In5Secs
76561198011395825,WinHellNormal
76561198011395825,WinHellHard
76561198011395825,WinHellSuicidal
76561198011395825,WinHellHell
76561198011395825,WinForgottenNormal
76561198011395825,WinForgottenHard
76561198011395825,WinForgottenSuicidal
76561198011395825,WinForgottenHell
76561198011395825,PlayWithOrAsBallHero
76561198011395825,WinSirensBelchNormal
76561198011395825,WinSirensBelchHard
76561198011395825,WinSirensBelchSuicidal
76561198011395825,WinSirensBelchHell
76561198011395825,DestroyBeerSteins
76561198011395825,WinStrongholdNormal
76561198011395825,WinStrongholdHard
76561198011395825,WinStrongholdSuicidal
76561198011395825,WinStrongholdHell
76561198011395825,DestroyGoldBags
76561198011395825,WinTransitNormal
76561198011395825,WinTransitHard
76561198011395825,WinTransitSuicidal
76561198011395825,WinTransitHell
76561198011395825,WinTransitObjNormal
76561198011395825,WinTransitObjHard
76561198011395825,WinTransitObjSuicidal
76561198011395825,WinTransitObjHell
76561198011395825,NitroInXSeconds
76561198011395825,KillXZedsDuringWeld
76561198011395825,PickUpDoorKey
76561198011395825,DestroyDNAVials
76561198011395825,CompleteMsClamleyAchievements
76561198011395825,WinClandestineNormal
76561198011395825,WinClandestineHard
76561198011395825,WinClandestineSuicidal
76561198011395825,WinClandestineHell
76561198011395825,DestroySkulls
76561198011395825,WinThrillsChillsNormal
