appid,id,percentual_obtencao_usuarios
35140,NEW_ACHIEVEMENT_1_29,5.199999809265137
35140,NEW_ACHIEVEMENT_2_0,5.099999904632568
35140,NEW_ACHIEVEMENT_2_3,4.300000190734863
35140,NEW_ACHIEVEMENT_2_1,3.9000000953674316
35140,NEW_ACHIEVEMENT_1_30,3.9000000953674316
35140,NEW_ACHIEVEMENT_2_14,3.799999952316284
35140,NEW_ACHIEVEMENT_2_2,3.700000047683716
35140,NEW_ACHIEVEMENT_1_27,3.5999999046325684
35140,NEW_ACHIEVEMENT_1_31,3.5
55100,Achievement_33,67.5999984741211
55100,Achievement_2,65.0
55100,Achievement_3,51.70000076293945
55100,Achievement_4,45.5
55100,Achievement_5,42.0
55100,Achievement_6,39.79999923706055
55100,Achievement_30,38.79999923706055
55100,Achievement_7,38.0
55100,Achievement_34,36.70000076293945
55100,Achievement_8,35.79999923706055
55100,Achievement_36,34.5
55100,Achievement_38,32.70000076293945
55100,Achievement_28,19.899999618530273
55100,Achievement_35,14.600000381469727
55100,Achievement_27,11.699999809265137
55100,Achievement_16,10.899999618530273
55100,Achievement_32,10.800000190734863
55100,Achievement_47,10.399999618530273
